Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades ,Company
24-Apr-23,EQ,"1,210.40","1,217.10","1,196.00","1,212.75","1,206.90","1,207.75","1,204.34","1,397.00",853.7,"13,89,756","1,67,37,44,359.05","79,708",M&M
21-Apr-23,EQ,"1,221.95","1,221.95","1,209.05","1,218.60","1,212.15","1,212.75","1,212.84","1,397.00",853.7,"10,15,815","1,23,20,23,990.80","49,947",M&M
20-Apr-23,EQ,"1,218.00","1,224.90","1,214.55","1,215.50","1,215.05","1,218.60","1,219.80","1,397.00",853.7,"21,72,677","2,65,02,41,378.90","64,800",M&M
19-Apr-23,EQ,"1,204.65","1,217.95","1,203.40","1,204.70","1,215.45","1,215.50","1,213.10","1,397.00",853.7,"18,18,732","2,20,63,05,714.25","53,648",M&M
18-Apr-23,EQ,"1,213.00","1,217.90","1,202.60","1,212.95","1,205.40","1,204.70","1,207.20","1,397.00",853.7,"20,75,066","2,50,50,25,632.40","82,844",M&M
17-Apr-23,EQ,"1,218.95","1,218.95","1,203.40","1,204.55","1,214.00","1,212.95","1,208.96","1,397.00",853.7,"19,56,198","2,36,49,60,178.35","89,774",M&M
13-Apr-23,EQ,"1,213.45","1,222.20","1,199.55","1,207.35","1,205.45","1,204.55","1,205.80","1,397.00",843.3,"44,70,196","5,39,01,48,195.90","1,22,229",M&M
12-Apr-23,EQ,"1,203.50","1,212.95","1,198.60","1,201.70","1,209.00","1,207.35","1,207.59","1,397.00",843.3,"24,69,405","2,98,20,17,349.05","1,21,209",M&M
11-Apr-23,EQ,"1,200.00","1,204.20","1,188.20","1,188.60","1,203.50","1,201.70","1,196.00","1,397.00",843.3,"24,43,384","2,92,22,81,034.80","1,13,995",M&M
10-Apr-23,EQ,"1,171.25","1,191.00","1,171.25","1,171.25","1,189.00","1,188.60","1,184.20","1,397.00",843.3,"25,86,918","3,06,34,28,073.95","93,434",M&M
